Posted_On,BHK,Rent,Size_,Floor_,Area_Locality,City,Furnishing,Tenant_Preferred,Bathroom,Point_of_Contact
2022-05-27,2,12500,680,Ground out of 2,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-17,2,8500,720,Ground out of 1,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-20,2,3500,500,4 out of 5,Konnagar,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-30,2,7000,800,Ground out of 2,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-19,1,3000,160,Ground out of 1,"Kudghat, Ashok Nagar",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-19,2,14000,1200,1 out of 2,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-17,1,18000,700,Ground out of 4,Salt Lake City Sector 3,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-06-13,1,3500,1000,Ground out of 1,Dum Dum Cantonment,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-16,2,16000,1250,Ground out of 1,Kasba,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-06,4,35000,1600,Ground out of 3,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
2022-06-04,2,21000,700,Ground out of 2,Lake Gardens,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-16,1,4500,450,Ground out of 2,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-04,2,15000,839,1 out of 3,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-01,1,4500,230,Ground out of 3,Birati,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-06,1,5500,1800,Ground out of 2,Baranagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-10,2,8500,800,1 out of 2,Baguihati,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-27,1,5000,500,Ground out of 1,BRAHMAPUR NEAR BANSDRONI,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-22,2,8500,620,Ground out of 1,Kasba,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-04-24,2,9000,650,2 out of 3,tollygunge Kabardanga,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-23,1,7500,550,1 out of 2,"Naktala, Garia",Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-04-23,2,7000,450,1 out of 3,safuipara,Kolkata,Furnished,Bachelors,2,Contact Owner
2022-04-24,3,15000,1350,1 out of 2,"Annapurna Apartment, Rajarhat Chowmatha",Kolkata,Unfurnished,Family,2,Contact Owner
2022-05-06,2,7000,600,2 out of 2,"Park Circus, Ballygunge",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-31,3,10000,1200,2 out of 4,Belghoria,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-06-25,2,7000,700,1 out of 2,"Haridevpur, Paschim Putiary",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-27,3,3200,800,1 out of 3,Bhawanipur,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2022-06-19,2,6000,600,Ground out of 3,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-19,2,12000,900,1 out of 3,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-31,2,6000,750,Ground out of 1,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-01,3,10000,1250,1 out of 2,Jaffarpore Rifle Range Road,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-31,3,12000,1000,2 out of 2,Dariya,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-03,2,8000,600,Ground out of 2,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-30,2,5300,650,1 out of 1,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-24,2,5000,450,2 out of 3,Liluah,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-11,3,8500,800,Ground out of 2,Near DumDum Metro,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-19,3,22000,1000,Ground out of 3,"Sukanta Nagar, New Barrakpur",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-19,2,7000,1000,Ground out of 3,"Kumarpara, Narendrapur",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-25,3,25000,1400,5 out of 5,Salt Lake City,Kolkata,Furnished,Bachelors,3,Contact Agent
2022-06-11,2,7000,600,1 out of 4,Barrackpore,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-13,2,15000,723,Ground out of 3,Narendrapur,Kolkata,Furnished,Family,1,Contact Owner
2022-06-19,1,6000,320,Ground out of 2,Sahid Nagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-17,2,8000,900,Ground out of 3,Belghoria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,3,40000,1400,Ground out of 2,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors/Family,2,Contact Agent
2022-06-24,1,6000,2160,1 out of 2,Kasba,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-22,2,15000,650,Ground out of 2,kasba bosepukur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-16,2,6500,800,1 out of 1,Kanchrapara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,3,8000,800,2 out of 3,Bansdroni,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,1,5500,500,Ground out of 2,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-28,3,9000,1700,1 out of 2,Panchanantala Road,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-27,1,6000,130,Ground out of 2,Bow Bazar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,15000,505,Ground out of 3,Kasba,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-07-04,4,30000,4000,Ground out of 3,"Sakher Bazar, Purba Barisha",Kolkata,Furnished,Bachelors/Family,3,Contact Agent
2022-05-22,3,30000,1250,Ground out of 2,New Alipore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-15,1,5000,700,Ground out of 2,My Own House,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-12,2,15000,900,Ground out of 1,"Park Circus, Ballygunge",Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-26,1,6500,650,1 out of 1,Joka,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-29,2,4500,750,Ground out of 1,Azadgarh,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-05-07,2,7000,450,Ground out of 3,Mandirtala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-25,1,6500,350,1 out of 2,Dhakuria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-12,1,17500,480,1 out of 2,Rabindra Sarovar Metro,Kolkata,Furnished,Bachelors,2,Contact Owner
2022-06-18,2,10000,900,Ground out of 3,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-24,1,1500,200,Ground out of 2,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-06,3,25000,1100,2 out of 3,"Regent Estate, Bijoygarh",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
2022-04-28,2,12000,800,1 out of 2,Kasba,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-05,3,7500,1000,Ground out of 2,south station pally dankuni,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2022-06-11,1,7000,800,1 out of 2,Kumargali,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-29,1,3500,200,Upper Basement out of 4,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-26,3,10000,1190,1 out of 2,Sarsuna,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-17,2,14000,900,Ground out of 2,Salt Lake City,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-05-28,2,15000,1500,Ground out of 2,Garia,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-15,2,6500,600,2 out of 3,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-14,3,10000,800,Ground out of 4,Brahmapur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-09,2,10500,800,1 out of 2,Santoshpur,Kolkata,Unfurnished,Family,2,Contact Owner
2022-06-11,3,10000,900,Ground out of 3,Garia,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-24,1,5000,350,Ground out of 3,Purba Barisha,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-29,2,9000,800,Ground out of 2,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-23,2,20000,1600,Ground out of 3,Jadavpur University,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2022-05-12,3,35000,1012,2 out of 3,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-29,3,15000,1200,Ground out of 2,"Pathak Para, Behala",Kolkata,Unfurnished,Bachelors,2,Contact Owner
2022-04-23,2,20000,700,1 out of 2,Salt Lake City Sector 1,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-05-09,2,12000,1000,1 out of 3,Behala,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-30,2,8000,800,Ground out of 3,Thakurpukur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-05,1,3000,500,Ground out of 1,Hatiara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-20,3,20000,1200,Ground out of 1,"Haridevpur, Paschim Putiary",Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-10,1,9000,450,Ground out of 2,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1,Contact Agent
2022-06-25,3,13000,950,Ground out of 2,"Rabindrapally, Garia",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-30,1,7000,350,Ground out of 2,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-03,1,9000,450,Ground out of 3,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-05-03,1,9000,550,Ground out of 2,"Bangur Avenue, Lake Town",Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2022-05-19,2,10000,300,Ground out of 1,Keshtopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-09,3,15000,1250,Ground out of 3,"Sakher Bazar, Purba Barisha",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-22,2,7000,700,2 out of 3,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-31,3,8000,812,Ground out of 3,Hooghly,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-21,2,8000,550,Ground out of 2,"Kalabagan, Tollygunge",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-22,1,5000,500,Ground out of 1,Rishra,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-23,1,14000,320,1 out of 2,"Action Area 3, Rajarhat Newtown",Kolkata,Furnished,Bachelors,1,Contact Owner
2022-05-05,2,5000,600,Ground out of 2,"Anandapuri, Barrackpore",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-01,2,5000,420,Ground out of 2,Barasat,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-29,3,12000,1100,Ground out of 2,Rabindrapally Kestopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-29,1,3200,220,3 out of 4,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,2,8500,700,Ground out of 2,Nungi More,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-06,3,16000,1200,Ground out of 2,"Baishnabghata, Garia",Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-23,2,14000,800,Ground out of 3,Santoshpur - EM Bypass,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-16,1,8000,300,Ground out of 1,Bansdroni,Kolkata,Furnished,Bachelors,1,Contact Agent
2022-05-26,2,7000,650,Ground out of 2,Baruipur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-30,1,8000,600,1 out of 2,Garia,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,1,3000,350,Ground out of 3,Belghoria,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-14,1,3800,500,1 out of 3,Nalta,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-10,1,6500,400,1 out of 1,"Vivek Nagar, Garfa",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-04,3,20000,1750,Ground out of 3,Kalindi,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-04,3,30000,1600,3 out of 3,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-13,1,8000,300,Ground out of 2,Salt Lake City Sector 5,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-06-25,2,14000,1100,1 out of 3,"Survey park, Santoshpur, kolkata",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-22,2,7200,830,Ground out of 3,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-20,2,7000,600,Ground out of 2,2 BHK,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-01,1,7000,500,1 out of 2,Baranagar,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2022-06-29,2,7500,900,1 out of 2,Dum Dum Cantonment,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-30,2,8500,1250,Ground out of 1,Barasat,Kolkata,Unfurnished,Family,2,Contact Owner
2022-06-03,2,12000,700,Ground out of 2,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1,Contact Agent
2022-06-22,1,8500,850,Ground out of 1,Dakshineswar,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2022-06-29,2,9500,550,Ground out of 1,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-30,2,7500,550,Ground out of 1,"New Garia Metro, New Garia",Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2022-06-15,2,12000,1200,Ground out of 1,Hati Bagan - Bansdroni,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-15,3,20000,1100,Ground out of 1,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-06-29,2,8500,650,Ground out of 1,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-15,3,20000,1050,Ground out of 1,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-05-20,2,6000,960,Ground out of 2,Dum Dum,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-30,2,5500,650,1 out of 1,Joka,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-21,1,7000,550,Ground out of 2,Kasba,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-21,2,7000,500,Ground out of 1,Dum Dum Metro,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-25,1,6500,450,3 out of 4,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Family,1,Contact Owner
2022-06-29,2,10000,850,1 out of 2,Agarpara,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2022-07-01,1,5200,300,Ground out of 3,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-04-25,2,13000,1000,1 out of 2,"N.S.C Bose Road (Near Ushagate), New Alipore",Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-24,2,7000,500,1 out of 3,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,2,12000,756,Ground out of 3,Dashadron Newtown Rajarhat,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-23,1,15000,1000,2 out of 3,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-05,1,5000,150,1 out of 2,Anandapur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-14,1,8000,800,Ground out of 2,New town near ecopark .,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-21,2,8000,700,2 out of 3,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-06-17,1,5000,420,3 out of 3,Em Bypass South East,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-21,2,10000,800,Ground out of 1,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,1,Contact Agent
2022-06-24,2,12000,288,2 out of 3,Kasba,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-11,2,8000,900,Ground out of 1,"Teghoria, Baguiati",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-03,2,21000,850,1 out of 1,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-06-07,1,5000,350,1 out of 1,Thakurpukur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-04-27,2,9000,600,Ground out of 2,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-26,2,8000,1600,Ground out of 2,Kalyani,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-11,2,7000,986,2 out of 3,Pranthik Society Library Road Bhadreswar,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-07-03,3,35000,1330,1 out of 3,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-05-14,3,15000,1300,Ground out of 3,Lake Town,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-22,2,6200,800,Ground out of 2,Kestopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-26,2,9900,800,1 out of 4,Bijoygarh,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-03,2,7000,850,Ground out of 3,Baranagar,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-10,1,5000,322,1 out of 3,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-19,2,6500,800,Ground out of 2,Agarpara,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-07-03,4,40000,1500,Ground out of 2,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-06-08,3,40000,3500,1 out of 2,Salt Lake City,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-26,2,12000,957,1 out of 2,Dasnagar,Kolkata,Furnished,Bachelors,2,Contact Owner
2022-05-18,1,6500,850,1 out of 3,Baksara,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-23,2,10000,900,Ground out of 2,Birati,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2022-06-29,2,15000,600,Ground out of 2,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-09,1,5000,350,Ground out of 5,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-18,2,7000,800,Ground out of 2,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-31,2,6000,320,1 out of 2,"Baishnabghata Patuli, Patuli",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-04-29,3,15000,800,Ground out of 4,Jyangra,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-03,2,10000,700,1 out of 1,Baghajatin,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
2022-07-04,2,22000,1200,1 out of 2,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-23,2,8500,750,1 out of 2,Ramchandrapur north,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-04,3,35000,1200,Ground out of 3,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-12,2,7000,450,Ground out of 4,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-26,3,8500,1430,Ground out of 2,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-09,2,6000,450,1 out of 3,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-28,4,35000,800,Ground out of 1,Behala,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-03,1,6000,400,1 out of 2,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-04-23,2,8000,650,1 out of 2,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-07,1,5000,450,1 out of 2,"Fartabad, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-24,2,6000,600,Ground out of 4,Belgharia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-10,3,15000,1200,1 out of 3,Lake Town,Kolkata,Unfurnished,Family,2,Contact Owner
2022-05-13,2,9000,700,3 out of 3,Baguiati,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-13,1,5000,300,Ground out of 1,Barrackpore,Kolkata,Unfurnished,Bachelors,1,Contact Agent
2022-05-26,3,8000,1200,1 out of 4,"Ramkrishna Pally, Kaikhali",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
2022-07-03,3,35000,1300,Ground out of 1,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-06-27,1,5500,400,Ground out of 1,"Shyam Villa V, Dum Dum",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-07-03,3,35000,1320,Ground out of 2,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-04-24,2,11000,1000,Ground out of 1,"Anandapuri, Barrackpore",Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2022-04-28,2,10000,700,1 out of 2,"Sarat Ghosh Garden, Dhakuria",Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-10,2,6500,800,Ground out of 2,locality,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-08,2,6000,900,Ground out of 3,Baguiati,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-04-23,3,36125,1700,Ground out of 2,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-28,2,6800,600,Ground out of 2,Purba Putiary,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-20,2,8500,850,1 out of 2,Barasat,Kolkata,Unfurnished,Family,2,Contact Owner
2022-05-22,2,5000,550,1 out of 3,Birati,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-30,1,6500,650,Ground out of 2,"Garia Station, Garia",Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-04-23,1,6500,800,Ground out of 1,Santragachi,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-31,2,4500,475,Ground out of 2,Birati,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-19,1,6000,200,Ground out of 1,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-03,1,10000,400,Ground out of 2,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-05-18,1,12000,500,Ground out of 2,"Madurdaha, Hussainpur",Kolkata,Furnished,Bachelors/Family,1,Contact Agent
2022-06-19,2,12000,550,2 out of 3,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-05-31,2,12000,800,1 out of 2,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-22,2,9000,1000,2 out of 3,Airport Area Behala,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2022-06-23,1,5000,400,Ground out of 5,Sonarpur,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-15,1,6000,300,1 out of 2,"Picnic Garden, E M Bypass",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-03,2,5500,450,1 out of 1,Bisharpara,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-03,2,5500,450,1 out of 2,Bisharpara,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-08,2,8500,1100,Ground out of 1,Nayabad,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-25,1,5000,450,2 out of 2,"Ananda Pally, Jadavpur",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-04,2,23000,1100,Ground out of 2,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Owner
